loan_id,origination_date,borrower_id,loan_amount,interest_rate,loan_term_months,credit_score,debt_to_income_ratio,loan_purpose,loan_status,annual_income,state
1200,2019-08-22,1525,17752.34,7.26,120,764.0,0.2763,Education,Paid Off,27257.24,MD
1201,2021-02-01,1651,51616.08,19.09,36,500.0,0.4946,Auto,Current,29466.56,TX
1202,2020-12-10,1973,59486.15,17.44,60,622.0,0.2006,Auto,Current,24482.32,NY
1203,2023-06-16,1408,34850.11,14.24,36,611.0,0.1737,Personal,Paid Off,28139.07,NJ
1204,2018-03-14,1762,64240.97,6.22,60,811.0,0.1272,Education,Current,29457.09,PA
1205,2022-03-27,2034,53314.23,6.52,60,737.0,0.3318,Education,Current,35988.19,NJ
1206,2020-05-09,2051,67725.63,12.77,120,590.0,0.4983,Home Improvement,Paid Off,25757.9,NJ
1207,2021-12-24,713,28048.26,14.37,84,599.0,0.4518,Auto,Default,37616.4,New Jersey
1208,2024-05-03,73,61144.31,20.38,60,603.0,0.5389,Business,Paid Off,50879.62,PA
1209,2020-06-18,1849,73127.25,12.55,60,675.0,0.4591,Home Improvement,Paid Off,32203.06,OH
1210,2023-05-25,2428,39435.27,7.12,60,804.0,0.3324,Personal,Current,292565.46,NY
1211,2020-10-11,482,11901.3,8.49,60,724.0,0.2325,Home Improvement,Paid Off,28357.36,AZ
1212,2023-07-08,1711,119826.15,18.7,84,609.0,0.2679,Business,Current,26229.31,PA
1213,2020-02-15,2292,36833.16,19.48,36,507.0,0.4367,Home Improvement,Paid Off,25162.44,MA
1214,2020-10-30,1172,40058.15,19.33,60,594.0,0.1871,Auto,Current,516797.15,VA
1215,2018-01-04,2059,22686.7,12.62,36,659.0,0.5137,Home Improvement,Current,27977.07,OH
1216,2017-05-22,1476,38051.17,8.65,36,708.0,0.3823,Auto,Delinquent,32637.95,MA
1217,2020-10-07,406,79305.36,12.3,120,666.0,0.2081,Home Improvement,Current,473256.95,NY
1218,2019-08-11,758,3691.17,12.81,60,652.0,0.4569,Personal,Current,52598.12,NY
1219,2023-08-20,1445,47926.89,7.82,60,722.0,0.1084,Personal,Current,46467.87,MN
1220,2022-06-18,2164,26930.33,17.92,60,588.0,0.4169,Home Improvement,Current,32744.1,NJ
1221,2018-03-07,1661,41311.95,8.6,120,708.0,0.0874,Education,Current,35479.64,PA
1222,2022-05-08,2229,27843.44,20.0,84,631.0,0.1486,Auto,Current,25215.8,PA
1223,2016-07-10,744,301965.86,12.27,36,654.0,0.3088,Business,Current,538553.38,PA
1224,2021-01-22,807,75557.9,5.73,60,849.0,0.4319,Home Improvement,Current,42099.51,NJ
1225,2023-11-14,2332,22324.47,11.48,36,652.0,0.3028,Personal,Paid Off,38388.14,NC
1226,2017-03-17,2389,22128.83,12.5,36,668.0,0.3724,Home Improvement,Current,47364.7,PA
1227,2021-01-23,1947,21751.67,14.61,36,633.0,0.2439,Home Improvement,Delinquent,29855.76,FL
1228,2021-06-12,2023,34288.19,13.36,120,659.0,0.4755,Home Improvement,Current,33695.44,NJ
1229,2022-08-19,149,26219.9,13.98,60,604.0,0.1506,Home Improvement,Default,25644.91,MI
1230,2020-04-12,1265,41453.72,12.71,120,642.0,0.5128,Education,Delinquent,481916.6,TX
1231,2019-10-26,1478,49807.68,12.84,36,524.0,0.0807,Home Improvement,Default,344368.83,PA
1232,2018-02-14,693,13822.19,18.8,36,600.0,0.4799,Education,Paid Off,427810.87,NJ
1233,2022-02-17,819,14579.75,8.3,84,717.0,0.4559,Home Improvement,Current,644675.62,Pennsylvania
1234,2017-12-23,1805,41490.57,13.0,60,611.0,0.3173,Personal,Paid Off,379650.0,PA
1235,2022-07-16,1484,64770.49,7.07,120,820.0,0.4923,Home Improvement,Current,46643.88,VA
1236,2022-08-27,1761,17977.48,9.49,60,700.0,0.369,Auto,Current,424214.51,NJ
1237,2018-12-14,702,34486.75,11.85,36,655.0,0.3673,Personal,Paid Off,26604.56,DE
1238,2022-08-13,2234,68504.23,10.4,120,689.0,0.5209,Home Improvement,Paid Off,260040.32,IL
1239,2018-11-03,922,40066.38,13.27,120,696.0,0.3815,Personal,Current,191410.69,NJ
1240,2020-04-25,906,39605.2,7.7,36,721.0,0.1806,Personal,Current,432336.45,CT
1241,2016-11-04,455,31388.06,12.77,36,648.0,0.1531,Home Improvement,Paid Off,137607.28,CA
1242,2016-10-19,1645,29630.99,12.17,120,683.0,0.4783,Home Improvement,Current,40198.62,NY
1243,2019-09-09,2214,324689.9,4.97,84,808.0,0.375,Business,Current,30632.39,NY
1244,2023-04-28,1424,20415.74,8.73,120,717.0,0.1953,Home Improvement,Paid Off,27797.79,NJ
1245,2020-04-18,168,8114.43,8.06,60,709.0,0.2907,Auto,Current,45761.83,NY
1246,2017-11-05,731,39724.79,17.29,84,595.0,0.528,Home Improvement,Delinquent,214554.72,PA
1247,2023-05-08,1621,22437.23,9.01,60,696.0,0.1788,Home Improvement,Current,34361.72,MD
1248,2021-09-22,27,62127.59,14.81,84,614.0,0.2241,Home Improvement,Paid Off,555442.74,NJ
1249,2019-07-19,1383,28911.12,9.17,84,676.0,0.3163,Home Improvement,Current,31924.68,IL
1250,2016-01-15,1565,23392.08,15.25,36,614.0,0.3781,Home Improvement,Current,89833.4,PA
1251,2018-07-19,998,49909.58,12.01,36,511.0,0.1274,Auto,Current,35470.1,VA
1252,2017-03-23,1177,69081.85,18.7,60,621.0,0.2327,Education,Current,64262.62,TX
1253,2018-10-24,1041,280929.03,19.13,36,594.0,0.3148,Business,Current,194268.65,PA
1254,2022-04-29,1666,26105.05,19.26,36,556.0,0.4819,Home Improvement,Current,98743.61,PA
1255,2020-04-18,2118,13430.24,13.06,60,665.0,0.2208,Personal,Current,24031.5,PA
1256,2021-01-28,1938,24608.09,11.04,84,676.0,0.2536,Home Improvement,Paid Off,30970.77,NY
1257,2017-01-05,42,201190.33,5.39,60,820.0,0.105,Business,Current,494420.66,CA
1258,2020-12-14,1291,56831.68,9.36,36,720.0,0.1235,Auto,Current,87559.22,GA
1259,2025-01-11,1671,61630.43,5.88,84,758.0,0.5395,Home Improvement,Current,38723.58,VA
1260,2023-08-25,2424,36687.43,9.96,36,656.0,0.2737,Home Improvement,Current,49985.92,WA
1261,2020-01-09,1415,54931.55,12.2,84,614.0,0.4755,Auto,Paid Off,191058.23,NY
1262,2023-07-01,1293,21228.89,9.47,60,687.0,0.493,Auto,Default,27303.62,OH
1263,2019-03-05,610,12609.77,19.28,120,595.0,0.1558,Home Improvement,Current,28169.39,NC
1264,2024-09-24,1133,231462.43,15.18,36,616.0,0.1681,Business,Current,618182.87,FL
1265,2017-06-03,29,40801.9,20.19,84,531.0,0.4711,Personal,Current,26661.33,PA
1266,2017-08-28,442,50220.64,5.32,84,847.0,0.2371,Auto,Current,41586.64,PA
1267,2019-08-31,1392,22300.95,11.13,120,682.0,0.232,Home Improvement,Delinquent,424388.79,NY
1268,2021-01-28,1622,27436.26,20.52,60,605.0,0.2756,Home Improvement,Current,484901.09,DE
1269,2018-03-11,494,37225.04,13.37,120,599.0,0.1565,Auto,Current,348436.5,PA
1270,2024-03-02,1259,27953.39,7.65,60,703.0,0.5087,Auto,Current,59519.6,MI
1271,2021-11-10,2122,53415.55,13.4,120,697.0,0.5319,Home Improvement,Current,225257.05,NJ
1272,2016-09-30,237,8410.44,6.3,36,799.0,0.4703,Personal,Current,481070.46,OH
1273,2021-12-21,552,17828.93,12.56,60,655.0,0.2406,Personal,Paid Off,44097.42,TX
1274,2019-02-26,521,2999.53,5.86,36,815.0,0.1978,Personal,Paid Off,25496.21,PA
1275,2019-12-15,1709,21987.41,10.2,120,651.0,0.263,Auto,Current,43136.98,Pennsylvania
1276,2019-12-03,1233,25681.34,9.72,36,,0.4133,Auto,Default,25376.85,FL
1277,2023-01-16,1139,51308.92,13.22,60,,0.1597,Auto,Delinquent,27764.91,CO
1278,2021-12-01,721,29725.65,20.44,60,581.0,0.3919,Personal,Default,249143.18,NJ
1279,2018-05-15,1958,18675.01,10.19,60,678.0,0.3477,Personal,Current,38200.55,Pennsylvania
1280,2024-06-30,2231,487688.58,17.56,84,626.0,0.0819,Business,Paid Off,41101.33,MD
1281,2022-01-24,59,69679.53,6.24,84,788.0,0.4732,Home Improvement,Current,301976.88,CO
1282,2018-08-01,632,32412.88,20.29,36,603.0,0.1192,Personal,Current,299759.76,CO
1283,2022-08-01,1182,46925.45,16.73,36,632.0,0.2891,Personal,Current,36388.38,FL
1284,2023-07-11,1689,40734.11,6.51,84,737.0,0.3932,Personal,Paid Off,34181.62,NY
1285,2016-05-17,593,79208.73,20.48,120,623.0,0.1877,Home Improvement,Delinquent,441997.78,PA
1286,2024-12-10,2316,39656.49,14.22,36,605.0,0.2609,Auto,Current,31323.93,IL
1287,2023-05-13,940,71539.66,12.96,84,613.0,0.5091,Home Improvement,Current,24711.69,PA
1288,2021-01-01,2350,55900.49,14.06,36,523.0,0.5116,Auto,Paid Off,238101.43,IL
1289,2016-02-19,1250,425675.8,12.37,84,681.0,0.4567,Business,Current,25065.17,IL
1290,2020-03-17,905,53012.7,13.49,36,694.0,0.5152,Auto,Current,44702.54,MD
1291,2018-02-22,1280,27411.71,10.3,36,689.0,0.4716,Home Improvement,Current,30236.44,NJ
1292,2016-12-05,2233,30199.84,5.06,84,778.0,0.2018,Auto,Current,30386.61,NJ
1293,2019-12-27,2423,90909.18,17.67,84,605.0,0.402,Education,Delinquent,584095.33,PA
1294,2022-11-22,1584,53428.47,9.87,84,703.0,0.4187,Auto,Current,251023.7,TX
1295,2017-08-10,1464,29941.37,4.71,84,815.0,0.1038,Auto,Delinquent,25713.48,MD
1296,2023-02-05,2205,180210.6,9.42,84,709.0,0.1038,Business,Current,34436.95,TX
1297,2020-09-06,1962,32590.12,9.08,36,672.0,0.452,Home Improvement,Delinquent,372709.12,NY
1298,2024-07-10,707,70659.91,9.76,60,682.0,0.5154,Business,Current,32923.99,PA
1299,2022-05-07,1023,52818.13,12.42,60,696.0,0.327,Auto,Current,30198.31,NY
1300,2020-03-02,746,38340.03,16.06,36,554.0,0.5431,Home Improvement,Delinquent,147316.9,NY
1301,2019-06-06,1879,46280.75,14.1,36,615.0,0.1042,Business,Current,37697.02,PA
1302,2017-04-28,1468,242505.74,6.73,120,740.0,0.3517,Business,Current,245065.93,IL
1303,2017-10-10,514,49733.52,17.81,36,620.0,0.4437,Auto,Delinquent,39429.03,NY
1304,2020-02-08,82,27105.62,9.2,84,699.0,0.1309,Personal,Paid Off,39430.83,TX
1305,2024-07-02,2384,8235.57,11.2,36,665.0,0.1692,Auto,Current,36874.51,NJ
1306,2016-11-18,915,47625.15,7.34,36,850.0,0.1427,Auto,Paid Off,35813.05,AZ
1307,2018-10-29,2506,65871.88,9.83,36,,0.2021,Home Improvement,Delinquent,248746.43,CO
1308,2023-07-23,1867,186605.9,18.17,84,644.0,0.4384,Business,Current,45918.6,TX
1309,2022-10-26,151,15091.46,9.16,84,678.0,0.1201,Auto,Current,34500.8,GA
1310,2022-11-28,775,45606.11,9.12,84,693.0,0.1633,Home Improvement,Current,242620.55,NC
1311,2017-03-23,330,241281.4,16.8,60,616.0,0.5089,Business,Paid Off,29072.48,MN
1312,2018-07-08,7,46858.95,10.83,84,669.0,0.1578,Personal,Current,227423.54,PA
1313,2020-06-20,944,79016.86,14.99,36,583.0,0.3776,Home Improvement,Paid Off,612376.07,NJ
1314,2020-07-02,2119,376296.65,5.72,60,759.0,0.3092,Business,Current,125564.63,VA
1315,2022-03-19,735,314997.29,9.02,60,,0.2677,Business,Paid Off,41263.61,CA
1316,2021-01-22,910,43186.69,10.45,84,695.0,0.26,Education,Current,37637.63,New York
1317,2023-03-10,469,40842.68,10.78,36,694.0,0.0996,Education,Current,425593.81,PA
1318,2018-07-16,182,58069.32,10.75,60,678.0,0.3655,Auto,Current,212708.62,CA
1319,2017-12-16,165,22625.58,14.6,60,638.0,0.285,Personal,Paid Off,36327.47,IL
1320,2022-03-13,452,30274.06,9.28,60,683.0,0.3923,Personal,Current,434698.29,PA
1321,2021-12-24,491,39787.11,15.97,120,500.0,0.1204,Auto,Current,38864.06,TX
1322,2019-06-25,1437,14394.28,13.28,60,653.0,0.424,Personal,Current,107917.06,NJ
1323,2020-03-28,1144,2787.25,15.6,36,620.0,0.5065,Personal,Default,227743.93,PA
1324,2022-04-17,1312,35638.22,8.6,36,716.0,0.2068,Personal,Current,627443.53,GA
1325,2022-04-19,1744,31793.96,19.89,60,614.0,0.1701,Auto,Delinquent,47494.12,VA
1326,2024-02-10,1112,430342.46,5.64,84,800.0,0.3968,Business,Default,446811.6,DE
1327,2021-10-05,2405,330176.94,17.72,84,615.0,0.2843,Business,Paid Off,38742.67,FL
1328,2022-10-22,1350,43864.76,17.25,84,534.0,0.249,Personal,Paid Off,30348.09,GA
1329,2018-08-09,2491,436605.01,16.67,84,587.0,0.4577,Business,Current,41942.16,NY
1330,2020-10-07,2353,22795.05,14.44,36,524.0,0.146,Personal,Current,135636.35,IL
1331,2020-06-30,2438,13604.32,14.27,120,622.0,0.2401,Home Improvement,Delinquent,30234.36,FL
1332,2023-03-20,1558,69239.55,12.62,60,607.0,0.522,Home Improvement,Default,38925.46,CT
1333,2019-06-26,2493,64016.42,12.11,60,588.0,0.4561,Education,Paid Off,66625.99,NY
1334,2022-02-27,1779,456387.88,17.85,36,545.0,0.1116,Business,Paid Off,59961.71,FL
1335,2021-05-22,1841,12201.27,15.65,120,588.0,0.5053,Auto,Paid Off,33583.08,MN
1336,2021-03-09,328,96520.53,12.96,84,638.0,0.4074,Education,Current,125469.35,MA
1337,2024-10-15,443,25042.5,13.45,60,664.0,0.4933,Home Improvement,Paid Off,38076.2,DE
1338,2018-10-16,2314,46651.96,20.29,84,625.0,0.3394,Home Improvement,Delinquent,32312.76,MN
1339,2018-09-30,1421,49398.12,11.05,60,681.0,0.2864,Auto,Paid Off,43046.5,PA
1340,2020-05-05,833,76576.39,11.11,60,661.0,0.3679,Home Improvement,Current,466068.37,PA
1341,2017-05-05,1950,56481.79,9.14,84,744.0,0.3935,Auto,Paid Off,34530.24,NJ
1342,2023-06-04,1942,23505.48,8.06,36,714.0,0.4217,Personal,Current,52759.48,AZ
1343,2017-05-23,1452,36988.62,20.55,60,606.0,0.3379,Education,Paid Off,32842.79,NY
1344,2018-04-20,87,50641.27,12.44,84,672.0,0.3459,Education,Current,390192.99,DE
1345,2022-03-06,2465,19207.84,10.0,60,678.0,0.4108,Personal,Current,289270.49,FL
1346,2024-09-26,778,30471.03,16.32,36,615.0,0.1635,Auto,Paid Off,177042.57,MD
1347,2018-08-02,1538,32805.47,17.17,84,605.0,0.4574,Home Improvement,Current,34478.8,TX
1348,2021-04-29,55,55683.35,14.79,36,606.0,0.3585,Home Improvement,Default,67738.97,FL
1349,2024-05-11,1926,12274.49,9.89,60,656.0,0.16,Education,Current,559162.56,PA
1350,2024-04-14,1288,60957.99,7.21,60,710.0,0.4628,Home Improvement,Current,144900.28,CA
1351,2019-01-17,1733,29963.63,20.91,84,585.0,0.4855,Auto,Paid Off,526313.74,PA
1352,2021-10-28,1617,9040.15,12.33,84,592.0,0.3823,Auto,Current,465317.13,NJ
1353,2024-11-19,1246,12987.94,8.35,60,712.0,0.1282,Auto,Default,32790.72,CA
1354,2022-04-17,114,25586.95,9.5,84,693.0,0.2131,Personal,Paid Off,360173.45,DE
1355,2016-08-14,2366,30477.18,9.6,120,704.0,0.3481,Home Improvement,Current,165000.75,CA
1356,2016-08-12,988,292413.18,5.83,84,838.0,0.5079,Business,Current,64585.4,NJ
1357,2018-06-09,1935,45606.63,17.16,60,615.0,0.2071,Auto,Current,609536.9,PA
1358,2021-01-14,1614,17396.5,18.83,60,646.0,0.1331,Auto,Current,29196.18,CA
1359,2019-10-18,1010,29886.06,7.0,36,839.0,0.1318,Home Improvement,Paid Off,45088.71,FL
1360,2020-05-04,1199,18789.33,20.93,84,612.0,0.0832,Auto,Delinquent,352210.48,CA
1361,2025-03-11,590,48346.45,14.5,36,627.0,0.1195,Personal,Current,27342.57,FL
1362,2020-04-20,769,31313.42,4.57,120,784.0,0.4633,Personal,Current,48341.93,NC
1363,2018-01-05,18,328839.09,20.3,36,613.0,0.5319,Business,Current,27700.36,NY
1364,2025-04-03,1043,231595.23,14.41,84,619.0,0.4059,Business,Default,94874.74,GA
1365,2018-02-11,2068,270633.38,7.53,36,743.0,0.2665,Business,Paid Off,37760.34,NY
1366,2021-01-28,286,11305.26,20.5,84,644.0,0.3513,Home Improvement,Paid Off,416932.43,FL
1367,2023-05-27,429,78348.34,9.34,84,719.0,0.1691,Home Improvement,Current,209544.84,NJ
1368,2024-07-28,1972,465017.05,7.67,84,710.0,0.1369,Business,Current,45706.73,TX
1369,2019-02-28,1396,17561.85,6.28,120,785.0,0.4817,Personal,Current,87180.65,DE
1370,2023-08-20,670,55285.22,8.07,84,721.0,0.2737,Auto,Current,454912.3,MD
1371,2020-08-02,32,55199.91,7.3,60,749.0,0.1523,Home Improvement,Current,36645.85,FL
1372,2023-11-22,1342,396231.42,10.05,36,694.0,0.5057,Business,Current,35098.01,OH
1373,2019-11-07,723,29243.48,17.96,36,626.0,0.4696,Auto,Current,129957.17,MA
1374,2020-03-14,952,59518.66,10.36,84,680.0,0.4658,Home Improvement,Delinquent,198250.23,MA
1375,2019-01-16,1813,49131.37,8.48,36,718.0,0.0943,Auto,Current,239927.34,CT
1376,2016-11-30,215,26052.83,7.93,36,718.0,0.2916,Home Improvement,Current,442541.07,PA
1377,2021-09-24,1838,34020.9,18.31,60,641.0,0.4983,Home Improvement,Delinquent,517634.5,WA
1378,2022-08-21,1165,46641.54,15.08,60,563.0,0.1515,Business,Current,31250.32,TX
1379,2022-10-07,327,50890.85,20.46,60,590.0,0.3711,Auto,Current,37430.87,Pennsylvania
1380,2018-03-29,561,46968.28,14.06,84,635.0,0.3179,Auto,Current,595822.05,OH
1381,2021-01-16,1087,21743.26,20.87,120,643.0,0.2223,Auto,Paid Off,546138.55,NY
1382,2022-06-06,1880,22456.34,8.18,84,728.0,0.2244,Home Improvement,Paid Off,33132.06,DE
1383,2021-09-18,342,291470.29,12.06,84,653.0,0.3706,Business,Current,442609.13,DE
1384,2024-06-30,148,15047.07,19.37,84,630.0,0.3165,Home Improvement,Current,38549.22,PA
1385,2024-05-04,1890,68200.71,9.04,84,706.0,0.5314,Home Improvement,Delinquent,43942.67,TX
1386,2019-04-26,2011,35927.09,7.76,36,710.0,0.2638,Auto,Current,31483.69,NJ
1387,2017-01-19,1108,16726.57,20.16,36,596.0,0.2511,Auto,Paid Off,32621.72,NJ
1388,2025-01-04,849,25218.92,19.89,60,623.0,0.2197,Auto,Current,109601.88,CO
1389,2018-05-21,967,23393.73,6.77,120,755.0,0.1148,Personal,Delinquent,150994.49,FL
1390,2016-11-01,1073,16431.81,10.4,84,690.0,0.335,Personal,Current,533660.54,DE
1391,2018-02-01,156,3598.04,18.25,60,545.0,0.2978,Personal,Current,607954.09,OH
1392,2020-11-07,1710,19103.71,8.55,84,744.0,0.5216,Home Improvement,Current,497488.17,TX
1393,2021-06-30,1648,4673.46,13.62,84,545.0,0.3619,Personal,Current,30518.23,IL
1394,2023-09-05,1003,43385.81,17.64,60,594.0,0.1962,Personal,Delinquent,31035.7,IL
1395,2020-12-28,1895,70148.56,20.82,60,622.0,0.2612,Home Improvement,Current,481172.89,NY
1396,2022-03-26,2114,56197.14,7.25,120,723.0,0.4969,Education,Current,33797.77,DE
1397,2017-03-05,1899,87772.86,7.85,60,739.0,0.2337,Education,Current,29534.58,NJ
1398,2019-08-24,2232,59947.58,6.89,60,749.0,0.3651,Auto,Paid Off,44713.92,NY
1399,2023-05-28,2377,39948.28,12.33,120,654.0,0.1278,Home Improvement,Current,313363.11,NJ
1400,2024-05-22,1204,106904.09,11.15,84,690.0,0.2757,Business,Default,34089.79,PA
1401,2022-07-31,2055,203786.23,19.48,60,615.0,0.5296,Business,Current,25550.65,NY
1402,2022-07-08,2370,51207.92,7.32,60,734.0,0.4061,Auto,Current,37029.39,IL
1403,2016-08-14,2000,45991.36,9.98,36,713.0,0.3511,Home Improvement,Current,28211.12,Illinois
1404,2018-02-16,2484,39900.1,9.97,60,665.0,0.5482,Personal,Current,36704.63,NY
1405,2019-08-16,1836,323862.88,6.2,60,848.0,0.5343,Business,Current,440359.2,CA
1406,2021-07-04,2032,38508.38,10.37,84,671.0,0.17,Personal,Delinquent,437785.08,PA
1407,2019-01-02,2451,28689.97,15.85,120,594.0,0.1503,Education,Paid Off,29115.0,NJ
1408,2023-08-22,939,33047.6,7.24,36,769.0,0.1334,Personal,Current,36127.33,CA
1409,2022-10-17,2267,37794.45,7.46,60,718.0,0.3877,Auto,Current,49136.43,NJ
1410,2021-06-14,347,38419.56,16.46,36,623.0,0.4994,Personal,Current,381960.22,CA
1411,2024-08-22,2106,29174.6,12.48,36,,0.1262,Auto,Current,476746.14,MA
1412,2018-02-06,2500,37082.96,9.75,60,735.0,0.109,Auto,Current,338517.16,NJ
1413,2021-10-21,1460,9918.21,5.09,36,842.0,0.2279,Education,Paid Off,48943.07,FL
1414,2021-06-04,386,36975.38,12.36,36,697.0,0.1446,Home Improvement,Delinquent,122611.82,NJ
1415,2018-05-23,1623,32615.34,11.52,60,683.0,0.1281,Home Improvement,Paid Off,63112.04,CA
1416,2021-01-23,2044,34555.58,5.55,84,764.0,0.2692,Home Improvement,Paid Off,30383.02,IL
1417,2023-06-14,244,6799.81,11.37,36,682.0,0.4926,Education,Current,98866.59,CO
1418,2021-01-12,1966,423951.78,7.07,84,850.0,0.4407,Business,Current,33261.02,VA
1419,2019-01-19,937,3043.31,13.83,60,,0.497,Personal,Default,31900.24,MA
1420,2021-07-11,2169,62746.53,14.19,60,550.0,0.1908,Business,Current,438332.11,Texas
1421,2024-01-21,313,63488.9,8.68,120,741.0,0.166,Home Improvement,Current,517000.74,DE
1422,2019-10-10,2464,30842.3,19.79,36,596.0,0.1978,Auto,Paid Off,53386.11,PA
1423,2017-11-01,1566,29749.07,6.48,84,763.0,0.4162,Personal,Paid Off,24256.37,PA
1424,2016-09-13,1333,39256.27,15.49,84,626.0,0.0858,Auto,Delinquent,521542.4,NJ
1425,2020-11-17,969,6034.84,5.86,120,798.0,0.1389,Personal,Current,238624.52,CT
1426,2019-02-05,661,81618.69,12.83,60,607.0,0.4943,Education,Delinquent,222991.28,WA
1427,2020-02-02,936,55396.55,12.16,36,661.0,0.4921,Home Improvement,Paid Off,25306.09,TX
1428,2020-09-16,371,2073.62,9.97,60,727.0,0.5129,Personal,Paid Off,34588.62,PA
1429,2024-03-25,567,16109.4,9.86,60,740.0,0.2654,Personal,Default,28364.46,FL
1430,2017-04-04,2009,55874.36,5.32,84,754.0,0.5231,Auto,Current,207392.1,PA
1431,2018-09-03,825,70175.81,9.9,60,680.0,0.304,Home Improvement,Current,118099.49,NC
1432,2018-08-07,983,15666.35,13.12,60,601.0,0.1184,Auto,Current,29695.34,NY
1433,2017-10-22,2031,43674.89,6.8,84,751.0,0.1941,Personal,Current,365870.02,NY
1434,2017-11-26,1513,44821.88,9.71,60,700.0,0.4468,Auto,Delinquent,404662.31,OH
1435,2020-04-19,2171,24063.99,15.51,36,624.0,0.0847,Personal,Delinquent,425945.77,CA
1436,2018-01-19,1753,35257.4,20.44,36,523.0,0.1455,Auto,Delinquent,247885.83,NY
1437,2025-02-08,814,385518.68,5.79,60,809.0,0.196,Business,Current,596263.72,PA
1438,2016-12-08,1431,13414.09,15.29,36,582.0,0.4725,Home Improvement,Paid Off,36819.08,NY
1439,2019-01-28,779,19244.21,17.03,36,607.0,0.4361,Auto,Current,31972.69,PA
1440,2025-06-23,1321,17722.3,6.85,120,748.0,0.199,Personal,Current,28400.92,DE
1441,2021-10-08,1563,20267.67,19.85,36,626.0,0.1936,Home Improvement,Current,525427.32,FL
1442,2018-07-27,1053,94808.68,19.42,36,545.0,0.2792,Education,Current,46898.83,PA
1443,2015-10-20,1863,62315.05,11.08,84,683.0,0.4559,Home Improvement,Current,128807.41,NJ
1444,2019-02-12,1014,19212.86,13.13,60,521.0,0.4624,Auto,Paid Off,211182.92,NY
1445,2016-11-04,1402,169421.18,7.14,36,796.0,0.3028,Business,Current,30079.2,WA
1446,2023-04-30,1756,29688.12,9.55,84,694.0,0.0939,Home Improvement,Paid Off,227779.29,NJ
1447,2022-08-04,2093,40701.14,6.98,36,702.0,0.4432,Auto,Current,35368.14,WA
1448,2021-08-17,1802,14391.92,9.11,84,650.0,0.371,Personal,Default,45915.74,OH
1449,2024-03-08,127,26416.16,12.14,36,685.0,0.4239,Personal,Current,461043.01,WA
1450,2020-09-07,888,51842.46,17.29,84,604.0,0.3864,Home Improvement,Delinquent,593220.62,NY
1451,2022-10-29,2445,37866.0,11.87,84,,0.3782,Personal,Current,35456.77,TX
1452,2016-08-12,1348,366397.14,7.3,60,784.0,0.3907,Business,Paid Off,609165.93,NJ
1453,2021-06-28,1008,26284.04,5.61,84,766.0,0.3573,Home Improvement,Delinquent,28962.78,MD
1454,2023-01-05,356,47605.19,14.37,84,583.0,0.3316,Home Improvement,Current,36344.35,AZ
1455,2017-09-27,1004,57198.57,14.72,36,603.0,0.3807,Home Improvement,Paid Off,115721.34,GA
1456,2022-02-07,683,20537.74,5.13,84,763.0,0.5077,Home Improvement,Current,42997.78,NJ
1457,2017-10-07,828,19562.22,17.33,60,621.0,0.2805,Auto,Delinquent,34227.06,NY
1458,2023-02-07,1533,23107.73,18.25,60,611.0,0.2657,Personal,Current,285148.71,PA
1459,2018-04-29,985,225297.49,11.02,60,650.0,0.3008,Business,Current,58342.64,IL
1460,2021-05-30,1234,24885.33,6.86,36,742.0,0.1044,Personal,Current,30881.21,NY
1461,2016-09-01,2143,68954.85,7.54,120,716.0,0.3334,Home Improvement,Current,129986.49,OH
1462,2018-10-06,141,45304.47,7.43,60,764.0,0.492,Personal,Paid Off,37132.25,PA
1463,2023-11-06,218,31321.65,6.44,60,756.0,0.4866,Auto,Paid Off,463001.81,New Jersey
1464,2025-04-21,2070,25388.86,15.25,84,581.0,0.3088,Home Improvement,Current,36186.27,TX
1465,2022-12-31,1980,18682.23,6.52,60,723.0,0.143,Home Improvement,Current,174743.07,NC
1466,2022-07-09,2241,23432.03,12.93,36,686.0,0.0987,Personal,Current,105675.67,New York
1467,2016-01-02,1747,157971.71,8.6,36,730.0,0.3856,Business,Current,37807.27,NC
1468,2018-10-08,1495,35012.96,14.14,60,623.0,0.1639,Home Improvement,Delinquent,173697.5,CO
1469,2021-09-09,23,24154.44,11.98,60,693.0,0.2173,Personal,Current,35332.82,AZ
1470,2020-09-20,712,45660.73,16.28,84,585.0,0.4034,Education,Current,26557.99,DE
1471,2018-12-22,1158,345720.97,19.56,84,597.0,0.0896,Business,Current,482739.44,New Jersey
1472,2023-03-26,1511,54289.99,12.89,84,552.0,0.4713,Auto,Delinquent,36266.53,MD
1473,2023-03-09,872,37168.69,16.87,36,631.0,0.4085,Home Improvement,Delinquent,42572.35,CT
1474,2018-04-03,1503,76024.07,15.56,120,500.0,0.4948,Home Improvement,Current,225232.61,NJ
1475,2020-07-06,11,41114.73,20.58,36,613.0,0.2541,Home Improvement,Current,120071.86,NC
1476,2019-06-19,1789,24284.41,6.25,60,807.0,0.1143,Auto,Current,49495.98,PA
1477,2022-11-30,2381,12879.81,13.36,120,593.0,0.4033,Home Improvement,Paid Off,49425.63,WA
1478,2021-01-06,1742,52997.72,10.45,60,654.0,0.4628,Home Improvement,Paid Off,37093.25,FL
1479,2022-05-13,1316,73664.28,11.72,84,672.0,0.4345,Home Improvement,Default,522943.47,NJ
1480,2020-06-20,755,45911.85,19.67,120,635.0,0.4159,Personal,Current,28869.31,PA
